Sl No,date,day,shift,coursecode,roomno,rollnolist
160,22-09-2025,Monday,Evening,MM3106,304,"2301AI13,2301AI19,2301AI20,2301AI32,2301AI38,2301AI39,2301AI43,2301AI44,2301AI45,2301AI48,2301AI49,2301AI50,2301AI56,2301CB01,2301CB09,2301CB61,2301CE02,2301CE04,"
161,22-09-2025,Monday,Evening,MM3106,308,"2301CE38,2301CE52,2301CS01,2301CS02,2301CS03,2301CS07,2301CS08,2301CS12,2301CS18,2301CS19,2301CS21,2301CS23,2301CS27,2301CS30,2301CS35,2301CS38,2301CS43,2301CS50,2301CS52,2301CS55,2301CS57,2301CS60,2301CS63,2301CS65,2301CS66,2301CS74,2301CS75,2301CS76,2301CS77,2301CS79,2301CS83,2301CS86,2301CS91,2301CS94,2301CS95,2301CT23,2301EC09,2301EC11,2301EC12,2301EC13,2301EC18,2301EC20,2301EC22,2301EC27,2301EC30,2301EC42,2301EE08,2301EE32,2301EE43,2301EE44,2301EE56,2301EE60,2301EE61,2301MC13,2301MC18,2301MC23,2301MC28,2301MC40,2301ME01,2301ME07,2301ME10,2301ME12,2301ME14,2301ME15,2301ME18,2301ME30,2301ME44,2301PH03,2301PH05,2301PH06,2301PH07,2301PH10,2301PH21,2301PH32,2302CM08,2302CS03,2302CS06,2302CS07,2302CS09,2302PC09,"
162,22-09-2025,Monday,Evening,CH1101,502,"2502ST05,2502ST06,2502ST07,2502ST08,2502ST09,2502ST10,2502VL01,2502VL02,2502VL03,2502VL04,2502VL06,2502VL07,2502VL08,2502VL09,2502VL10,2503AI01,2503AI02,2503AI03,2503AI04,2503CB01,2503CB02,2503CB03,2503CB04,2503CB05,2503CE01,2503CE02,2503CE03,2503CE04,2503CE05,2503CE06,2503CS01,2503CS02,2503CS03,2503CS04,2503CS05,2503CT01,2503CT02,2503CT03,2503EC01,2503EC02,2503EC03,2503EC04,2503EE01,2503EE02,2503EE03,2503EE04,2503EE05,2503EE06,2503ES01,2503ES02,2503ES03,2503ES04,2503ES05,2503MC01,2503MC02,2503MC03,2503MC04,2503MC05,2503ME01,2503ME02,2503ME03,2503ME04,2503ME05,2503ME06,2503ME07,2503ME08,2503ME09,2503ME10,2503ME11,2503ME12,2503ME13,2503ME14,2503ME15,2503MM01,2503MM02,2503MM03,2503MM04,2503PH01,2503PH02,2503PH03,2503PH04,"
163,22-09-2025,Monday,Evening,PH1101,LT001,"2501CS88,2501EC01,2501EC02,2501EC03,2501EC04,2501EC05,2501EC06,2501EC07,2501EC08,2501EC09,2501EC10,2501EC11,2501EC12,2501EC13,2501EC14,2501EC15,2501EC16,2501EC17,2501EC18,2501EC19,2501EC20,2501EC21,2501EC22,2501EC23,2501EC24,2501EC25,2501EC26,2501EC27,2501EC28,2501EC29,2501EC30,2501EC32,2501EC33,2501EC34,2501EC35,2501EC36,2501EC37,2501EC38,2501EC39,2501EC41,2501EC42,2501EC43,2501EC44,2501EC45,2501EC46,2501EC47,2501EC48,2501EC49,2501EC50,2501EE01,"
164,22-09-2025,Monday,Evening,HS3107,LT001,"2301AI08,2301AI18,2301AI30,2301AI53,2301CB02,2301CB11,2301CB31,2301CB34,2301CB36,2301CB40,2301CB42,2301CB65,2301CE05,2301CE10,2301CE12,2301CE18,2301CE19,2301CE21,2301CE24,2301CE25,2301CE26,2301CE35,2301CE37,2301CE41,2301CE42,2301CE43,2301CE45,2301CE46,2301CE48,2301CE49,2301CE55,2301CE57,2301CE58,2301CE62,2301CE64,2301CE68,2301CS10,2301CS31,2301CS59,2301CS93,2301CT04,2301CT09,2301CT12,2301CT15,2301CT17,2301CT18,2301CT31,2301CT36,2301EC21,2301EC26,"
165,22-09-2025,Monday,Evening,PH1101,LT002,"2501EE02,2501EE03,2501EE04,2501EE05,2501EE06,2501EE07,2501EE08,2501EE09,2501EE10,2501EE11,2501EE12,2501EE13,2501EE14,2501EE15,2501EE16,2501EE17,2501EE18,2501EE19,2501EE20,2501EE21,2501EE22,2501EE23,2501EE24,2501EE25,2501EE26,2501EE28,2501EE29,2501EE30,2501EE31,2501EE32,2501EE34,2501EE35,2501EE36,2501EE37,2501EE38,2501EE39,2501EE40,2501EE41,2501EE42,2501EE43,"
166,22-09-2025,Monday,Evening,CB3106,LT002,"2301ME46,2301ME53,2301ME54,2301ME59,2301ME63,2301ME65,2301ME70,2301ME71,2301ME73,2301ME75,2301MM03,2301MM04,2301MM09,2301MM12,2301MM13,2301MM18,2301MM19,2301MM23,2301MM24,2301MM25,2301MM32,2301MM38,2301PH11,2301PH25,2301PH28,2301PH30,2301PH31,2302CS04,2302CS05,2302CS08,2302GT08,2302MC04,2302MT01,2302MT08,2302PC03,2302PC06,2302ST06,2302VL01,2302VL05,2302VL10,"
167,22-09-2025,Monday,Evening,PH1101,LT003,"2501EE44,2501EE45,2501ES01,2501ES02,2501ES03,2501ES04,2501ES05,2501ES06,2501ES07,2501ES08,2501ES09,2501ES10,2501ES11,2501ES12,2501ES13,2501ES14,2501ES15,2501ES16,2501ES17,2501ES18,2501ES19,2501ES20,2501ES21,2501ES22,2501MC01,2501MC02,2501MC03,2501MC04,2501MC05,2501MC06,2501MC07,2501MC08,2501MC09,2501MC10,2501MC11,2501MC12,2501MC13,2501MC14,2501MC15,2501MC16,2501MC17,2501MC18,2501MC19,2501MC20,2501MC21,2501MC22,2501MC23,2501MC24,2501MC25,2501MC26,2501MC27,2501MC28,2501MC29,2501MC30,2501MC31,2501MC32,2501MC33,2501MC34,2501MC35,2501MC36,2501MC37,2501MC38,2501MC39,2501MC40,2501MC41,2501MC42,2501MC43,2501MC44,2501MC45,2501MC46,2501MC47,2501MC48,2501ME01,2501ME02,2501ME03,"
168,22-09-2025,Monday,Evening,CH3106,LT003,"2301AI05,2301AI24,2301AI36,2301CB04,2301CB05,2301CB06,2301CB10,2301CB15,2301CB17,2301CB19,2301CB24,2301CB26,2301CB27,2301CB28,2301CB32,2301CB35,2301CB37,2301CB38,2301CB41,2301CB43,2301CB44,2301CB45,2301CB47,2301CB49,2301CB50,2301CB54,2301CB57,2301CB62,2301CB64,2301CB66,2301CB67,2301CE08,2301CE09,2301CE15,2301CE16,2301CE20,2301CE22,2301CE27,2301CE29,2301CE30,2301CE44,2301CE47,2301CE59,2301CS04,2301CS11,2301CS14,2301CS22,2301CS24,2301CS29,2301CS34,2301CS39,2301CS40,2301CS42,2301CS51,2301CS54,2301CS56,2301CS71,2301CS72,2301CS73,2301CS80,2301CS87,2301EC05,2301EC19,2301EC24,2301EC50,2301EE12,2301EE18,2301EE39,2301EE58,2301MC09,2301MC16,2301MC19,2301MC38,2301MC46,2301MC50,"
169,22-09-2025,Monday,Evening,PH1101,LT101,"2501ME04,2501ME05,2501ME06,2501ME07,2501ME08,2501ME09,2501ME10,2501ME11,2501ME12,2501ME13,2501ME14,2501ME15,2501ME16,2501ME17,2501ME18,2501ME19,2501ME20,2501ME21,2501ME22,2501ME23,2501ME24,2501ME25,2501ME26,2501ME27,2501ME28,2501ME29,2501ME30,2501ME31,2501ME32,2501ME33,2501ME34,2501ME35,2501ME36,2501ME37,2501ME38,2501ME40,2501ME41,2501ME42,2501ME43,2501ME44,2501ME45,2501ME46,2501ME47,2501ME48,2501ME49,2501ME50,2501ME51,2501ME52,2501ME53,2501ME54,"
170,22-09-2025,Monday,Evening,HS3107,LT101,"2301EC57,2301EE27,2301EE40,2301EE49,2301EE52,2301MC53,2301ME04,2301ME17,2301ME26,2301ME27,2301ME29,2301ME32,2301ME34,2301ME36,2301ME41,2301ME42,2301ME48,2301ME49,2301ME51,2301ME56,2301ME66,2301ME68,2301ME72,2301ME77,2301ME79,2301MM07,2301MM08,2301MM15,2301MM26,2301MM29,2301MM31,2301MM36,2301MM37,2301MM39,2302CM04,2302CM06,2302CS02,2302CS11,2302GT01,2302GT02,2302GT03,2302MC06,2302MT02,2302MT04,2302MT07,2302ST02,2302ST08,2302VL06,2302VL08,2302VL09,"
171,22-09-2025,Monday,Evening,PH1101,LT102,"2501ME55,2501ME56,2501ME57,2501ME58,2501ME60,2501ME61,2501ME62,2501ME63,2501ME64,2501ME65,2501ME66,2501ME67,2501ME68,2501ME69,2501ME70,2501ME71,2501ME72,2501ME73,2501ME74,2501ME75,2501ME76,2501ME77,2501ME78,2501ME79,2501ME80,2501ME81,2501ME82,2501ME83,2501MM01,2501MM02,2501MM04,2501MM05,2501MM06,2501MM07,2501MM08,2501MM09,2501MM10,2501MM11,2501MM12,2501MM13,"
172,22-09-2025,Monday,Evening,PH1101,LT103,"2501MM14,2501MM15,2501MM16,2501MM17,2501MM18,2501MM19,2501MM20,2501MM21,2501MM22,2501MM23,2501MM24,2501MM25,2501MM26,2501MM27,2501MM28,2501MM29,2501MM30,2501MM31,2501MM32,2501MM33,2501MM34,2501MM35,2501MM36,2501MM37,2501MM38,2501MM39,2501MM40,2501MM41,2501MM42,2501MM43,2501PH01,2501PH02,2501PH03,2501PH04,2501PH05,2501PH06,2501PH07,2501PH08,2501PH09,2501PH10,2501PH11,2501PH12,2501PH13,2501PH14,2501PH15,2501PH16,2501PH17,2501PH18,2501PH19,2501PH20,2501PH21,2501PH22,2501PH23,2501PH24,2501PH25,2501PH26,2501PH27,2501PH28,2501PH29,2501PH30,2501PH31,2501PH32,2501PH33,2501PH34,2501PH35,2501PH36,2501PH37,2501PH38,"
173,22-09-2025,Monday,Evening,CS3106,LT103,"2301CB08,2301CB16,2301CB21,2301CB22,2301CB33,2301CB58,2301CE03,2301CE39,2301CE53,2301CE54,2301CT02,2301CT07,2301CT11,2301CT27,2301CT28,2301EC02,2301EC06,2301EC07,2301EC08,2301EC15,2301EC17,2301EC28,2301EC29,2301EC34,2301EC40,2301EC49,2301EC51,2301EC52,2301EC55,2301EC59,2301EC60,2301EE01,2301EE02,2301EE04,2301EE05,2301EE06,2301EE09,2301EE11,2301EE33,2301EE36,2301EE42,2301EE46,2301MC05,2301MC08,2301MC10,2301MC17,2301MC20,2301MC21,2301MC22,2301MC26,2301MC29,2301MC30,2301MC33,2301MC34,2301MC35,2301MC36,2301MC37,2301MC39,2301MC42,2301MC43,2301MC44,2301MC45,2301MC47,2301MC52,2301MC54,2301MC57,2301MC58,2301MC59,2301ME11,2301ME13,2301ME23,2301ME33,2301ME37,2301ME57,2301ME61,"
174,22-09-2025,Monday,Evening,CH3106,CC-1,"2301ME20,2301ME22,2301ME24,2301ME28,2301ME52,2301ME55,2301ME58,2301ME60,2301ME64,2301ME69,2301ME74,2301ME78,2301MM02,2301MM05,2301MM22,2301MM30,2301MM34,2301MM35,2301PH01,2301PH12,2301PH17,2301PH27,2302MT03,2302ST05,2302VL04,"
175,22-09-2025,Monday,Evening,CS3106,CC-1,"2301ME80,2301MM10,2301MM11,2301MM17,2301MM27,2301MM40,2301PH19,2301PH22,2301PH29,2302CM01,2302CM02,2302GT06,2302MC01,2302MC02,2302MC05,2302MC07,2302MC09,2302MC10,2302MC11,2302MT06,2302PC02,2302PC10,2302ST04,2302VL02,2302VL07,"
176,23-09-2025,Tuesday,Morning,PH4102,102,"2512PH01,2512PH02,2512PH03,2512PH04,2512PH06,2512PH07,2512PH08,2512PH09,2512PH10,2512PH11,2512PH12,2512PH13,2512PH14,2512PH15,2512PH16,2512PH17,2512PH18,2512PH19,2512PH20,2512PH22,2512PH23,2512PH26,"
177,23-09-2025,Tuesday,Morning,EP2103,102,"2401EE57,2401MC50,2401MC53,2401PH01,2401PH02,2401PH03,2401PH04,2401PH05,2401PH06,2401PH07,2401PH08,2401PH10,2401PH11,2401PH12,2401PH13,2401PH15,2401PH16,2401PH17,2401PH18,2401PH19,2401PH20,2401PH21,2401PH23,2401PH24,2401PH25,2401PH26,2401PH27,2401PH28,2401PH30,2401PH31,2401PH32,2403PH01,2403PH02,2403PH03,2403PH04,2403PH05,"
178,23-09-2025,Tuesday,Morning,CE3102,104,"2301CE02,2301CE03,2301CE04,2301CE05,2301CE06,2301CE08,2301CE09,2301CE10,2301CE11,2301CE12,2301CE14,2301CE15,2301CE16,2301CE17,2301CE18,2301CE19,2301CE20,2301CE21,2301CE22,2301CE23,2301CE24,2301CE25,2301CE26,2301CE27,2301CE28,2301CE29,2301CE30,2301CE33,2301CE34,2301CE35,2301CE36,2301CE37,2301CE38,2301CE39,2301CE40,2301CE41,2301CE42,2301CE43,2301CE44,2301CE45,2301CE46,2301CE47,2301CE48,2301CE49,2301CE50,2301CE51,2301CE52,2301CE53,2301CE54,2301CE55,2301CE56,2301CE57,2301CE58,2301CE59,2301CE60,2301CE62,2301CE64,2301CE65,2301CE66,2301CE68,2301CE70,2302GT01,2302GT02,2302GT03,2302GT04,2302GT05,2302GT06,2302GT08,2302ST02,2302ST03,2302ST04,2302ST05,2302ST06,2302ST07,2302ST08,"
179,23-09-2025,Tuesday,Morning,CB2103,107,"2401CB01,2401CB02,2401CB03,2401CB04,2401CB05,2401CB06,2401CB07,2401CB08,2401CB09,2401CB10,2401CB11,2401CB12,2401CB14,2401CB15,2401CB16,2401CB17,2401CB18,2401CB19,2401CB21,2401CB22,2401CB23,2401CB25,2401CB26,2401CB27,2401CB29,"
180,23-09-2025,Tuesday,Morning,CB422,107,"2201CB01,2201CB02,2201CB04,2201CB05,2201CB06,2201CB07,2201CB08,2201CB09,2201CB11,2201CB15,2201CB16,2201CB19,2201CB21,2201CB23,2201CB24,2201CB25,2201CB26,2201CB27,2201CB28,2201CB29,2201CB30,2201CB31,2201CB35,2201CB36,2201CB38,2201CB40,2201CB41,2201CB42,2201CB43,2201CB44,2201CB47,2201CB49,2201CB50,2201CB52,2201CB53,2201CB54,2201CB55,2201CB58,2201CB59,2201CB60,2201CB61,2201CB62,2201CB66,2201CB68,"
181,23-09-2025,Tuesday,Morning,CB2103,108,"2401CB30,2401CB31,2401CB32,2401CB33,2401CB34,2401CB35,2401CB36,2401CB38,2401CB40,2401CB41,2401CB42,2401CB43,2401CB44,2401CB45,2401CB46,2401CB48,2401CB50,2401CB52,2401CB53,2401CB54,2401CB55,2401CB56,2401CB58,2401CB59,2401CB60,2401CB61,2401CB62,2401CB63,"
182,23-09-2025,Tuesday,Morning,MM2101,108,"2401CS90,2401EC50,2401EC52,"
183,23-09-2025,Tuesday,Morning,MM2101,109,"2401EE56,2401MM01,2401MM02,2401MM03,2401MM04,2401MM05,2401MM06,2401MM07,2401MM08,2401MM09,2401MM10,2401MM12,2401MM13,2401MM14,2401MM15,2401MM17,2401MM18,2401MM19,2401MM21,2401MM22,2401MM23,2401MM24,2401MM25,2401MM26,2401MM27,2401MM28,2401MM29,2401MM30,2401MM31,2401MM32,2401MM33,2401MM34,2401MM35,2401MM36,2401MM39,2403MM01,2403MM02,2403MM03,2403MM04,2403MM05,"
184,23-09-2025,Tuesday,Morning,CH2101,109,"2401AI51,2401AI52,2401CT01,2401CT03,2401CT04,2401CT05,2401CT06,2401CT07,2401CT09,2401CT10,2401CT11,2401CT12,2401CT13,2401CT14,2401CT15,2401CT16,2401CT17,2401CT18,2401CT19,2401CT20,2401CT21,2401CT22,2401CT23,2401CT25,2401CT26,2401CT28,2401CT29,2401CT30,2401CT31,2401CT32,2401CT34,2401CT35,2401CT36,2401EC53,2401MC57,2403CT01,2403CT02,2403CT03,2403CT04,2403CT05,"
185,23-09-2025,Tuesday,Morning,HS2102,205,"2401ES01,2401ES02,2401ES03,2401ES04,2401ES05,2401ES06,2401ES07,2401ES08,2401ES09,2401ES10,2401ES11,2401ES12,2401ES13,2401ES14,2401ES15,2401ES16,2401ES17,2401ES19,2401ES20,2403ES01,2403ES02,2403ES03,2403ES04,2403ES05,"
186,23-09-2025,Tuesday,Morning,CB2103,301,"2401CB64,2401CB65,2401CB66,2401CB67,2401CB68,2401CB69,2401CB70,2401EC54,2401EC57,2401EC60,2401EC61,2401EC63,2401EE52,"
187,23-09-2025,Tuesday,Morning,CB424,301,"2201CB03,2201CB06,2201CB14,2201CB18,2201CB20,2201CB22,2201CB33,2201CB34,2201CB37,2201CB46,2201CB56,2201CB57,2201CB63,2201CB65,2201CB67,2201CB70,"
188,23-09-2025,Tuesday,Morning,MM401,302,"2201MM01,2201MM02,2201MM03,2201MM04,2201MM05,2201MM06,2201MM07,2201MM08,2201MM09,2201MM10,2201MM11,2201MM12,2201MM13,2201MM14,2201MM15,2201MM16,2201MM17,2201MM18,2201MM19,2201MM20,2201MM23,2201MM24,2201MM25,2201MM26,2201MM27,2201MM29,2201MM30,2201MM33,2201MM34,2201MM35,2201MM36,2201MM37,2201MM38,2201MM39,2201MM40,"
189,23-09-2025,Tuesday,Morning,MA2101,303,"2401AI50,2401AI53,2401CS96,2401MC01,2401MC02,2401MC03,2401MC04,2401MC05,2401MC06,2401MC07,2401MC08,2401MC09,2401MC10,2401MC11,2401MC12,2401MC13,2401MC14,2401MC15,2401MC16,2401MC17,2401MC18,2401MC19,2401MC20,2401MC21,2401MC22,2401MC23,2401MC24,2401MC25,2401MC26,2401MC27,2401MC29,2401MC30,2401MC31,2401MC32,2401MC33,2401MC34,2401MC35,2401MC36,2401MC37,2401MC38,2401MC39,2401MC40,2401MC42,2401MC43,2401MC44,2401MC46,2401MC47,2401MC48,2401MC49,2401MC50,2401MC51,2401MC52,2401MC53,2401MC54,2401MC55,2401MC56,2401MC57,2401MC58,2402CS11,2402MC01,2402MC02,2402MC03,2402MC05,2402MC06,2402MC07,2402MC08,2402MC09,2402MC10,2402MC11,2402MC12,2403MC01,2403MC02,2403MC03,2403MC04,2403MC05,"
190,23-09-2025,Tuesday,Morning,MA401,304,"2201MC01,2201MC02,2201MC03,2201MC04,2201MC05,2201MC06,2201MC07,2201MC08,2201MC09,2201MC10,2201MC11,2201MC12,2201MC14,2201MC15,2201MC16,2201MC18,2201MC19,2201MC20,2201MC22,2201MC24,2201MC25,2201MC26,2201MC28,2201MC29,2201MC30,2201MC32,2201MC33,"
191,23-09-2025,Tuesday,Morning,CH4103,305,"2512CH01,2512CH02,2512CH03,2512CH04,2512CH05,2512CH06,2512CH07,2512CH08,2512CH09,2512CH10,2512CH11,2512CH12,2512CH13,2512CH14,2512CH15,2512CH16,2512CH17,2512CH18,2512CH19,2512CH20,2512CH21,2512CH22,2512CH24,2512CH25,2512CH26,2512CH27,"
192,23-09-2025,Tuesday,Morning,ME6104,307,"2511TF01,2511TF02,2511TF03,2511TF04,2511TF05,2511TF06,2511TF08,2511TF09,2511TF10,2511TF11,2511TF12,"
193,23-09-2025,Tuesday,Morning,ME537,307,"2201ME40,"
194,23-09-2025,Tuesday,Morning,ME6111,307,"2511AM01,2511AM02,2511AM03,2511AM04,2511AM05,2511AM06,2511AM07,2511AM08,2521ME05,2521ME09,2521ME12,2521ME15,"
195,23-09-2025,Tuesday,Morning,ME504,308,"2201ME01,2201ME02,2201ME03,2201ME04,2201ME05,2201ME06,2201ME07,2201ME08,2201ME10,2201ME11,2201ME12,2201ME13,2201ME14,2201ME15,2201ME16,2201ME17,2201ME18,2201ME19,2201ME20,2201ME21,2201ME22,2201ME23,2201ME24,2201ME25,2201ME26,2201ME27,2201ME29,2201ME30,2201ME31,2201ME32,2201ME33,2201ME34,2201ME35,2201ME36,2201ME37,2201ME38,2201ME39,2201ME41,2201ME42,2201ME43,2201ME44,2201ME45,2201ME46,2201ME47,2201ME48,2201ME49,2201ME50,2201ME51,2201ME52,2201ME53,2201ME54,2201ME55,2201ME58,2201ME59,2201ME60,2201ME61,2201ME62,2201ME63,2201ME65,2201ME67,2201ME68,2201ME69,2201ME70,2201ME71,2201ME72,2201ME73,2201ME76,2201ME77,2201ME78,2201ME80,2201ME81,2201ME83,2201ME84,2201ME85,2201ME87,"
196,23-09-2025,Tuesday,Morning,ME6109,308,"2421ME14,2511MD01,2511MD02,2511MD03,"
197,23-09-2025,Tuesday,Morning,MA401,502,"2201MC34,2201MC35,2201MC36,2201MC38,2201MC39,2201MC40,2201MC42,2201MC43,2201MC44,2201MC45,2201MC46,2201MC47,2201MC48,2201MC49,2201MC50,2201MC51,2201MC52,2201MC53,2201MC54,2201MC55,2201MC56,2201MC57,2201MC58,2201MC59,2201MC60,"
198,23-09-2025,Tuesday,Morning,ME6109,502,"2511MD04,2511MD05,2511MD06,2511MD07,2511MD08,2511MD09,2511MD11,2511MD12,2511MD13,2511MD14,2511MD15,2511MT01,2511MT02,2511MT03,2511MT04,2511MT05,2511MT06,2511MT07,2511MT08,2511MT09,2511MT10,2511MT11,2511MT12,2511MT13,2511MT14,2511MT15,2511MT16,2511MT17,2511MT18,2521ME02,2521ME04,2521ME07,"
199,23-09-2025,Tuesday,Morning,CS2103,502,"2401AI01,2401AI02,2401AI03,2401AI04,2401AI05,2401AI06,2401AI07,2401AI08,2401AI09,2401AI10,2401AI11,2401AI12,2401AI13,2401AI14,2401AI15,2401AI16,2401AI17,2401AI18,2401AI19,2401AI20,2401AI21,2401AI22,2401AI23,2401AI24,2401AI25,"
200,23-09-2025,Tuesday,Morning,CS431,LT001,"2101CS86,2201AI01,2201AI02,2201AI03,2201AI04,2201AI05,2201AI07,2201AI08,2201AI09,2201AI10,2201AI11,2201AI12,2201AI13,2201AI14,2201AI15,2201AI16,2201AI17,2201AI18,2201AI19,2201AI20,2201AI21,2201AI22,2201AI24,2201AI25,2201AI26,2201AI27,2201AI28,2201AI29,2201AI30,2201AI31,2201AI31,2201AI32,2201AI33,2201AI33,2201AI34,2201AI35,2201AI36,2201AI37,2201AI38,2201AI39,2201AI40,2201AI41,2201AI42,2201AI43,2201AI44,2201AI45,2201AI46,2201AI47,2201AI48,2201AI49,"
201,23-09-2025,Tuesday,Morning,EE2101,LT001,"2401AI49,2401AI54,2401AI55,2401CS87,2401CS89,2401CS92,2401CS93,2401CS95,2401EC01,2401EC02,2401EC03,2401EC04,2401EC05,2401EC06,2401EC07,2401EC08,2401EC09,2401EC10,2401EC11,2401EC12,2401EC13,2401EC14,2401EC15,2401EC17,2401EC18,2401EC19,2401EC21,2401EC23,2401EC27,2401EC28,2401EC29,2401EC31,2401EC32,2401EC34,2401EC35,2401EC36,2401EC37,2401EC38,2401EC39,2401EC40,2401EC41,2401EC42,2401EC43,2401EC44,2401EC45,2401EC46,2401EC47,2401EC48,2401EC49,2401EC49,"
202,23-09-2025,Tuesday,Morning,CE525,LT003,"2201CE01,2201CE02,2201CE05,2201CE06,2201CE08,2201CE10,2201CE12,2201CE14,2201CE15,2201CE16,2201CE17,2201CE18,2201CE19,2201CE21,2201CE22,2201CE23,2201CE25,2201CE26,2201CE27,2201CE29,2201CE30,2201CE31,2201CE32,2201CE33,2201CE34,2201CE35,2201CE37,2201CE39,2201CE41,2201CE42,2201CE43,2201CE44,2201CE45,2201CE47,2201CE50,2201CE52,2201CE53,2201CE54,2201CE56,2201CE57,2201CE58,2201CE59,2201CE60,2201CE61,2201CE62,2201CE64,2201CE68,2201CE69,"
203,23-09-2025,Tuesday,Morning,CE6128,LT003,"2422CE10,2511GT11,2511RE02,2511RE03,2511RE04,2511ST01,2511ST02,2511ST04,2511ST05,2511ST06,2511ST07,2511ST08,2511ST09,2511ST11,2511ST12,2511ST14,2511ST15,2511TE02,2511TE03,2511TE04,2511TE05,2511TE06,2511TE07,2511TE08,2521CE01,2521CE02,2521CE04,2521CE05,2521CE11,2521CE16,"
204,23-09-2025,Tuesday,Morning,CS2103,LT003,"2401AI26,2401AI27,2401AI28,2401AI29,2401AI30,2401AI31,2401AI32,2401AI33,2401AI34,2401AI36,2401AI37,2401AI38,2401AI39,2401AI40,2401AI41,2401AI42,2401AI43,2401AI44,2401AI45,2401AI46,2401AI47,2401AI48,2401AI49,2401AI50,2401AI51,2401AI52,2401AI53,2401AI54,2401AI55,2401AI56,2401CS01,2401CS02,2401CS04,2401CS05,2401CS06,2401CS07,2401CS08,2401CS09,2401CS10,2401CS11,2401CS12,2401CS13,2401CS14,2401CS15,2401CS16,2401CS17,2401CS18,2401CS19,2401CS20,2401CS21,2401CS22,2401CS23,2401CS24,2401CS25,2401CS26,2401CS27,2401CS28,2401CS29,2401CS30,2401CS31,2401CS32,2401CS33,2401CS34,2401CS35,2401CS36,2401CS37,2401CS38,2401CS39,2401CS40,2401CS41,2401CS42,2401CS43,"
205,23-09-2025,Tuesday,Morning,EC5101,LT101,"2511CM01,2511CM02,2511CM03,2511CM04,2511CM05,2511CM06,2511CM07,2511CM08,2511CM09,2511CM10,2511CM11,2511CM12,2511CM14,2511CM15,2511CM16,2511CM17,"
206,23-09-2025,Tuesday,Morning,EE2101,LT101,"2401EC50,2401EC51,2401EC51,2401EC52,2401EC53,2401EC54,2401EC55,2401EC55,2401EC56,2401EC57,2401EC58,2401EC59,2401EC60,2401EC61,2401EC62,2401EC62,2401EC63,2401EE01,2401EE02,2401EE03,2401EE04,2401EE05,2401EE06,2401EE07,2401EE08,2401EE10,2401EE11,2401EE12,2401EE13,2401EE15,2401EE16,2401EE17,2401EE18,2401EE19,2401EE20,2401EE25,2401EE26,"
207,23-09-2025,Tuesday,Morning,CS431,LT101,"2201AI50,2201AI51,2201AI52,2201AI53,2201AI53,2201AI54,2201AI55,2201AI56,2201AI57,2201CS02,2201CS06,2201CS46,2201CS51,2201CS62,2201CS62,2201CS78,2201CS84,"
208,23-09-2025,Tuesday,Morning,EE2101,LT103,"2401EE27,2401EE28,2401EE29,2401EE30,2401EE31,2401EE33,2401EE35,2401EE36,2401EE37,2401EE38,2401EE39,2401EE40,2401EE41,2401EE42,2401EE43,2401EE44,2401EE45,2401EE46,2401EE48,2401EE50,2401EE51,2401EE52,2401EE53,2401EE54,2401EE55,2401EE56,2401EE57,2401MC51,2402CM01,2402CM02,2402CM03,2402CM04,2402CM05,2402CM06,2402CM08,2402CM09,2402CM10,2402CS12,2402PC01,2402PC02,2402PC03,2402PC04,2402PC06,2402PC07,2402PC08,2402PC10,2402PC11,2402VL01,2402VL02,2402VL03,2402VL04,2402VL05,2402VL06,2402VL07,2402VL08,2402VL09,2402VL10,2402VL11,2403EC01,2403EC02,2403EC03,2403EC04,2403EC05,2403EE01,2403EE02,2403EE03,2403EE04,2403EE05,2403EE06,"
209,23-09-2025,Tuesday,Morning,CS2103,LT103,"2401CS44,2401CS45,2401CS46,2401CS47,2401CS48,2401CS49,2401CS50,2401CS51,2401CS52,2401CS53,2401CS54,2401CS55,2401CS56,2401CS57,2401CS58,2401CS59,2401CS60,2401CS61,2401CS62,2401CS63,2401CS64,2401CS65,2401CS66,2401CS67,2401CS68,2401CS69,2401CS70,2401CS71,2401CS72,2401CS73,2401CS74,2401CS75,2401CS76,2401CS77,2401CS78,2401CS79,2401CS80,2401CS81,2401CS82,2401CS83,2401CS84,2401CS85,2401CS85,2401CS86,2401CS87,2401CS88,2401CS89,2401CS90,2401CS91,2401CS92,2401CS93,2401CS94,2401CS95,2401CS96,2402CS01,2402CS02,2402CS03,2402CS05,2402CS06,2402CS07,2402CS08,2402CS09,2402CS10,2402CS11,2402CS12,2403AI01,2403AI02,2403AI03,2403AI04,2403AI05,2403CS01,2403CS02,2403CS03,2403CS04,2403CS05,"
210,23-09-2025,Tuesday,Morning,CB2103,107,"2401MC54,2403CB01,2403CB02,2403CB03,2403CB04,"
211,23-09-2025,Tuesday,Morning,EC5101,LT101,"2521EE07,2521EE08,2521EE15,"
